TF (regulator),Gene (target)
ZNF264,PLAUR
MAFB,PLAUR
FOS,PLAUR
FOSB,PLAUR
DNAJC1,PLAUR
FOXK1,PLAUR
KLF6,PLAUR
PLEK,PLAUR
GABPA,PLAUR
HOPX,PLAUR
BATF,PLCL2
GFI1B,PLCL2
JUN,PLCL2
JUNB,PLCL2
BBX,PLCL2
ID2,PLCL2
MLXIP,PLCL2
ZNF143,PLCL2
ARID5B,PLCL2
LYAR,PLCL2
THAP6,PLCL2
FOSB,PLCL2
KLF6,PLCL2
PLEK,PLCL2
ZNF683,PLCL2
BATF,PLD1
RUNX3,PLD1
JUN,PLD1
JUNB,PLD1
BBX,PLD1
ID2,PLD1
ZNF143,PLD1
CEBPD,PLD1
LYAR,PLD1
FOS,PLD1
ATF6,PLD1
KLF6,PLD1
YEATS4,PLD1
PLEK,PLD1
HOPX,PLD1
JUN,PLEKHA3
JUNB,PLEKHA3
BBX,PLEKHA3
ID2,PLEKHA3
ZNF234,PLEKHA3
ZNF264,PLEKHA3
LYAR,PLEKHA3
CENPA,PLEKHA3
FOS,PLEKHA3
FOSB,PLEKHA3
DNAJC1,PLEKHA3
ZNF470,PLEKHA3
ZNF501,PLEKHA3
MYBL1,PLEKHA3
ZNF683,PLEKHA3
RUNX3,PLEKHA7
JUN,PLEKHA7
JUNB,PLEKHA7
ID2,PLEKHA7
CEBPD,PLEKHA7
LYAR,PLEKHA7
FOS,PLEKHA7
ASCL2,PLEKHA7
FOXN2,PLEKHA7
KLF6,PLEKHA7
PKNOX1,PLEKHA7
YEATS4,PLEKHA7
MYBL1,PLEKHA7
GABPA,PLEKHA7
HOPX,PLEKHA7
BATF,PLEKHF1
JUN,PLEKHF1
JUNB,PLEKHF1
PLEK,PLEKHF1
ID2,PLEKHF1
CEBPD,PLEKHF1
LYAR,PLEKHF1
ASCL2,PLEKHF1
ZBTB38,PLEKHF1
ZNF562,PLEKHF1
MYBL1,PLEKHF1
GABPA,PLEKHF1
ZNF683,PLEKHF1
ZBTB34,PLEKHF1
HOPX,PLEKHF1
JUN,PLK4
JUNB,PLK4
BBX,PLK4
ID2,PLK4
ARID5B,PLK4
CEBPD,PLK4
LEF1,PLK4
LYAR,PLK4
FOS,PLK4
FOSB,PLK4
DNAJC1,PLK4
KLF6,PLK4
PLEK,PLK4
ZNF683,PLK4
HOPX,PLK4
JUN,PMAIP1
JUNB,PMAIP1
ID2,PMAIP1
CEBPD,PMAIP1
LEF1,PMAIP1
LYAR,PMAIP1
FOS,PMAIP1
FOSB,PMAIP1
MTA1,PMAIP1
ATF6,PMAIP1
ZNF501,PMAIP1
KLF6,PMAIP1
ZNF618,PMAIP1
GABPA,PMAIP1
HOPX,PMAIP1
BATF,PODXL
RUNX3,PODXL
JUN,PODXL
SNAI3,PODXL
JUNB,PODXL
TCF12,PODXL
LEF1,PODXL
LYAR,PODXL
FOS,PODXL
ASCL2,PODXL
DNAJC1,PODXL
ZBTB38,PODXL
KLF6,PODXL
PLEK,PODXL
HOPX,PODXL
BATF,POLB
JUN,POLB
BBX,POLB
JUNB,POLB
ZSCAN2,POLB
ID2,POLB
ARID5B,POLB
CEBPD,POLB
LYAR,POLB
MAFB,POLB
FOS,POLB
ASCL2,POLB
FOSB,POLB
ZNF501,POLB
ZNF576,POLB
BATF,POLQ
RUNX3,POLQ
JUN,POLQ
JUNB,POLQ
ZSCAN2,POLQ
ID2,POLQ
ZNF234,POLQ
LYAR,POLQ
FOS,POLQ
HIVEP3,POLQ
ZNF470,POLQ
KLF6,POLQ
PLEK,POLQ
ZNF683,POLQ
HOPX,POLQ
JUN,PPARGC1B
JUNB,PPARGC1B
BBX,PPARGC1B
ID2,PPARGC1B
MLXIP,PPARGC1B
ARID5B,PPARGC1B
CEBPD,PPARGC1B
LYAR,PPARGC1B
MAFB,PPARGC1B
NR4A1,PPARGC1B
DNAJC1,PPARGC1B
FOS,PPARGC1B
KLF6,PPARGC1B
PKNOX1,PPARGC1B
HOPX,PPARGC1B
BATF,PPBP
PURA,PPBP
BBX,PPBP
ZSCAN2,PPBP
ID2,PPBP
LEF1,PPBP
LYAR,PPBP
ZNF264,PPBP
ZNF277,PPBP
FOS,PPBP
FOXK1,PPBP
FOXN2,PPBP
KLF6,PPBP
PLEK,PPBP
ZNF710,PPBP
BATF,PPM1L
JUN,PPM1L
JUNB,PPM1L
ZSCAN2,PPM1L
ID2,PPM1L
CEBPD,PPM1L
LYAR,PPM1L
FOS,PPM1L
ASCL2,PPM1L
FOSB,PPM1L
MTA1,PPM1L
DNAJC1,PPM1L
KLF6,PPM1L
ZNF547,PPM1L
MYSM1,PPM1L
JUN,PPP2R5C
JUNB,PPP2R5C
ID2,PPP2R5C
ID3,PPP2R5C
LEF1,PPP2R5C
ZNF264,PPP2R5C
THAP6,PPP2R5C
LYAR,PPP2R5C
NR4A1,PPP2R5C
DNAJC1,PPP2R5C
FOS,PPP2R5C
KLF6,PPP2R5C
PLEK,PPP2R5C
ZNF683,PPP2R5C
HOPX,PPP2R5C
JUN,PPP5D1
JUNB,PPP5D1
ZSCAN2,PPP5D1
BBX,PPP5D1
ID2,PPP5D1
MLXIP,PPP5D1
ARID5B,PPP5D1
LEF1,PPP5D1
ARNT,PPP5D1
LYAR,PPP5D1
ZNF277,PPP5D1
FOS,PPP5D1
NR4A1,PPP5D1
ZNF470,PPP5D1
ZNF683,PPP5D1
ZNF773,PQLC3
BAZ2A,PQLC3
JUN,PQLC3
JUNB,PQLC3
ID3,PQLC3
ZNF264,PQLC3
LYAR,PQLC3
ASCL2,PQLC3
ZNF41,PQLC3
FOXN2,PQLC3
DNAJC1,PQLC3
KLF6,PQLC3
ZNF547,PQLC3
ZNF660,PQLC3
HOPX,PQLC3
BATF,PRF1
JUN,PRF1
JUNB,PRF1
ID2,PRF1
ZNF142,PRF1
CEBPD,PRF1
LEF1,PRF1
LYAR,PRF1
WDHD1,PRF1
ASCL2,PRF1
FOS,PRF1
MYBL1,PRF1
PLEK,PRF1
ZNF683,PRF1
HOPX,PRF1
JUN,PRKAR2A
JUNB,PRKAR2A
ZSCAN2,PRKAR2A
IRF6,PRKAR2A
ID3,PRKAR2A
CEBPD,PRKAR2A
LYAR,PRKAR2A
ZNF277,PRKAR2A
ZNF320,PRKAR2A
ASCL2,PRKAR2A
DNAJC1,PRKAR2A
KLF6,PRKAR2A
SIM1,PRKAR2A
ZNF547,PRKAR2A
RORB,PRKAR2A
PURA,PRR4
BAZ2A,PRR4
RUNX3,PRR4
JUNB,PRR4
ZFHX3,PRR4
JUN,PRR4
ID2,PRR4
ZSCAN31,PRR4
ARID2,PRR4
ZNF234,PRR4
FOS,PRR4
ZBTB38,PRR4
ZNF683,PRR4
ZNF684,PRR4
HOPX,PRR4
BATF,PRSS23
JUN,PRSS23
JUNB,PRSS23
ID2,PRSS23
TBX6,PRSS23
TCF12,PRSS23
AHCTF1,PRSS23
LYAR,PRSS23
ASCL2,PRSS23
ZNF41,PRSS23
DNAJC1,PRSS23
KLF6,PRSS23
PLEK,PRSS23
ZNF683,PRSS23
HOPX,PRSS23
ZNF773,PRSS35
SNAI3,PRSS35
ID2,PRSS35
SOX13,PRSS35
CEBPD,PRSS35
LYAR,PRSS35
THAP6,PRSS35
FOS,PRSS35
DNAJC1,PRSS35
KLF6,PRSS35
ZNF532,PRSS35
SIM1,PRSS35
MYBL1,PRSS35
PLEK,PRSS35
ZNF737,PRSS35
BATF,PRSS36
E2F5,PRSS36
RUNX3,PRSS36
JUNB,PRSS36
ZSCAN2,PRSS36
ZNF805,PRSS36
JUN,PRSS36
ID3,PRSS36
ARID5B,PRSS36
AHCTF1,PRSS36
LYAR,PRSS36
FOS,PRSS36
ATF6,PRSS36
KLF6,PRSS36
ZNF576,PRSS36
JUN,PSMA8
JUNB,PSMA8
BBX,PSMA8
ID2,PSMA8
LEF1,PSMA8
NR4A1,PSMA8
ASCL2,PSMA8
FOS,PSMA8
KLF6,PSMA8
PKNOX1,PSMA8
YEATS4,PSMA8
ZNF576,PSMA8
PLEK,PSMA8
ZNF683,PSMA8
ZNF737,PSMA8
JUN,PSMD10
JUNB,PSMD10
BBX,PSMD10
ID2,PSMD10
ZNF142,PSMD10
CEBPD,PSMD10
AHCTF1,PSMD10
ARNT,PSMD10
THAP6,PSMD10
FOS,PSMD10
ASCL2,PSMD10
DNAJC1,PSMD10
MTA1,PSMD10
KLF6,PSMD10
PLEK,PSMD10
BATF,PSPH
PURA,PSPH
JUN,PSPH
JUNB,PSPH
ARID2,PSPH
ZNF143,PSPH
LEF1,PSPH
ZNF41,PSPH
FOXK1,PSPH
ATF6,PSPH
ZBTB38,PSPH
YEATS4,PSPH
ZNF683,PSPH
HOPX,PSPH
ZNF737,PSPH
BATF,PTGDR
ZNF80,PTGDR
JUN,PTGDR
JUNB,PTGDR
PURA,PTGDR
ID2,PTGDR
MLXIP,PTGDR
CEBPD,PTGDR
LEF1,PTGDR
LYAR,PTGDR
ZNF41,PTGDR
ZNF576,PTGDR
ZNF683,PTGDR
MYSM1,PTGDR
HOPX,PTGDR
BATF,PTGDS
RUNX3,PTGDS
JUN,PTGDS
JUNB,PTGDS
E2F5,PTGDS
ID2,PTGDS
ARID5B,PTGDS
ARNT,PTGDS
ZNF264,PTGDS
LYAR,PTGDS
FOS,PTGDS
ASCL2,PTGDS
ZNF470,PTGDS
ZNF683,PTGDS
HOPX,PTGDS
JUN,PTGER2
JUNB,PTGER2
ID2,PTGER2
CASZ1,PTGER2
ARID5B,PTGER2
LEF1,PTGER2
AHCTF1,PTGER2
ZNF234,PTGER2
LYAR,PTGER2
ZNF320,PTGER2
ASCL2,PTGER2
FOS,PTGER2
KLF6,PTGER2
ZNF683,PTGER2
HOPX,PTGER2
JUN,PTMS
JUNB,PTMS
ID2,PTMS
ZNF143,PTMS
CEBPD,PTMS
ARNT,PTMS
ZNF234,PTMS
LYAR,PTMS
ASCL2,PTMS
FOXN2,PTMS
KLF6,PTMS
MYBL1,PTMS
PLEK,PTMS
ZNF683,PTMS
HOPX,PTMS
BATF,PTPDC1
BAZ2A,PTPDC1
JUN,PTPDC1
JUNB,PTPDC1
ID2,PTPDC1
ZNF142,PTPDC1
ARID5B,PTPDC1
LEF1,PTPDC1
LYAR,PTPDC1
ZNF277,PTPDC1
FOS,PTPDC1
DNAJC1,PTPDC1
FOXK1,PTPDC1
ZNF683,PTPDC1
HOPX,PTPDC1
BATF,PTPN14
JUN,PTPN14
JUNB,PTPN14
ID2,PTPN14
ARID5B,PTPN14
CEBPD,PTPN14
LEF1,PTPN14
AHCTF1,PTPN14
LYAR,PTPN14
FOS,PTPN14
DNAJC1,PTPN14
KLF6,PTPN14
PLEK,PTPN14
ZNF683,PTPN14
HOPX,PTPN14
JUN,PTPN7
JUNB,PTPN7
ZSCAN2,PTPN7
ID2,PTPN7
ARID5B,PTPN7
LYAR,PTPN7
THAP6,PTPN7
MAFG,PTPN7
ASCL2,PTPN7
FOS,PTPN7
MTA1,PTPN7
KLF6,PTPN7
GABPA,PTPN7
ZNF683,PTPN7
HOPX,PTPN7
PURA,PTPRN
JUN,PTPRN
JUNB,PTPRN
ID2,PTPRN
MLXIP,PTPRN
LYAR,PTPRN
ZNF277,PTPRN
ASCL2,PTPRN
FOXK1,PTPRN
FOXN2,PTPRN
KLF6,PTPRN
YEATS4,PTPRN
PLEK,PTPRN
ZNF683,PTPRN
HOPX,PTPRN
RUNX3,PTPRS
JUN,PTPRS
JUNB,PTPRS
ZSCAN2,PTPRS
BBX,PTPRS
ID2,PTPRS
ID3,PTPRS
CEBPD,PTPRS
LEF1,PTPRS
ZNF264,PTPRS
LYAR,PTPRS
FOS,PTPRS
ZNF470,PTPRS
KLF6,PTPRS
MYBL1,PTPRS
RUNX3,PTRH1
JUN,PTRH1
JUNB,PTRH1
PLEK,PTRH1
ID2,PTRH1
ARID5B,PTRH1
LYAR,PTRH1
FOXN2,PTRH1
ZBTB38,PTRH1
KLF6,PTRH1
ZNF532,PTRH1
MYBL1,PTRH1
GABPA,PTRH1
ZNF683,PTRH1
HOPX,PTRH1
JUN,PTTG1
JUNB,PTTG1
ZFHX2,PTTG1
ID2,PTTG1
ZNF142,PTTG1
LEF1,PTTG1
ZNF234,PTTG1
LYAR,PTTG1
MAFB,PTTG1
ASCL2,PTTG1
DNAJC1,PTTG1
KLF6,PTTG1
PLEK,PTTG1
HMGB3,PTTG1
HOPX,PTTG1
JUN,PVRL1
JUNB,PVRL1
BBX,PVRL1
ZNF142,PVRL1
ZNF143,PVRL1
ARID2,PVRL1
CEBPD,PVRL1
LYAR,PVRL1
FOS,PVRL1
DNAJC1,PVRL1
FOXN2,PVRL1
ZBTB38,PVRL1
KLF6,PVRL1
PKNOX1,PVRL1
HOPX,PVRL1
JUN,PVRL2
SNAI3,PVRL2
JUNB,PVRL2
BBX,PVRL2
ID2,PVRL2
ZNF143,PVRL2
ARID5B,PVRL2
CEBPD,PVRL2
LEF1,PVRL2
LYAR,PVRL2
FOS,PVRL2
FOSB,PVRL2
KLF6,PVRL2
PKNOX1,PVRL2
HOPX,PVRL2
BATF,PZP
RUNX3,PZP
JUN,PZP
JUNB,PZP
PURA,PZP
BBX,PZP
ID2,PZP
MLXIP,PZP
ZNF143,PZP
ARID5B,PZP
LYAR,PZP
ASCL2,PZP
KLF6,PZP
PLEK,PZP
HOPX,PZP
BAZ2A,QSER1
ZNF80,QSER1
JUNB,QSER1
SNAI3,QSER1
ZSCAN2,QSER1
JUN,QSER1
TCF12,QSER1
LYAR,QSER1
ZNF320,QSER1
DNAJC1,QSER1
FOS,QSER1
ZBTB38,QSER1
KLF6,QSER1
PLEK,QSER1
HOPX,QSER1
RUNX3,QTRTD1
JUN,QTRTD1
JUNB,QTRTD1
ID2,QTRTD1
ARID2,QTRTD1
ZNF155,QTRTD1
LYAR,QTRTD1
ZNF277,QTRTD1
MAFG,QTRTD1
FOS,QTRTD1
ZNF470,QTRTD1
ZNF491,QTRTD1
KLF6,QTRTD1
MYBL1,QTRTD1
HOPX,QTRTD1
BATF,RAB26
PURA,RAB26
JUN,RAB26
JUNB,RAB26
BBX,RAB26
ID2,RAB26
CEBPD,RAB26
LEF1,RAB26
LYAR,RAB26
FOS,RAB26
DNAJC1,RAB26
KLF6,RAB26
PLEK,RAB26
ZNF683,RAB26
HOPX,RAB26
PURA,RAB27A
JUN,RAB27A
JUNB,RAB27A
POU5F2,RAB27A
ID2,RAB27A
ZNF155,RAB27A
CEBPD,RAB27A
LEF1,RAB27A
LYAR,RAB27A
ZNF277,RAB27A
FOXK1,RAB27A
ATF6,RAB27A
MYBL1,RAB27A
PLEK,RAB27A
HOPX,RAB27A
BATF,RBM14-RBM4
JUN,RBM14-RBM4
JUNB,RBM14-RBM4
BBX,RBM14-RBM4
ID2,RBM14-RBM4
CEBPD,RBM14-RBM4
LEF1,RBM14-RBM4
LYAR,RBM14-RBM4
FOS,RBM14-RBM4
FOSB,RBM14-RBM4
DNAJC1,RBM14-RBM4
KLF6,RBM14-RBM4
PLEK,RBM14-RBM4
ZNF683,RBM14-RBM4
HOPX,RBM14-RBM4
JUN,RBP7
JUNB,RBP7
ID2,RBP7
ARID5B,RBP7
CEBPD,RBP7
LEF1,RBP7
LYAR,RBP7
FOS,RBP7
ASCL2,RBP7
FOSB,RBP7
DNAJC1,RBP7
KLF6,RBP7
YEATS4,RBP7
ZNF683,RBP7
HOPX,RBP7
JUN,RCBTB2
JUNB,RCBTB2
BBX,RCBTB2
MLXIP,RCBTB2
ZNF142,RCBTB2
ZSCAN31,RCBTB2
ARNT,RCBTB2
LYAR,RCBTB2
ZNF277,RCBTB2
FOS,RCBTB2
ASCL2,RCBTB2
HIVEP3,RCBTB2
ATF6,RCBTB2
ZNF683,RCBTB2
HOPX,RCBTB2
BATF,RCE1
RUNX3,RCE1
JUN,RCE1
JUNB,RCE1
HOPX,RCE1
MLXIP,RCE1
TCF12,RCE1
AHCTF1,RCE1
LYAR,RCE1
MAFB,RCE1
MAFG,RCE1
NR4A1,RCE1
FOXN2,RCE1
ZNF562,RCE1
ZNF710,RCE1
BATF,RELL2
HOXA9,RELL2
JUN,RELL2
JUNB,RELL2
ID2,RELL2
TBX6,RELL2
AHCTF1,RELL2
LYAR,RELL2
ZNF277,RELL2
THAP6,RELL2
FOS,RELL2
PLEK,RELL2
GABPA,RELL2
HOPX,RELL2
ZNF737,RELL2
BATF,RETSAT
JUN,RETSAT
JUNB,RETSAT
ID2,RETSAT
ZSCAN31,RETSAT
ARID5B,RETSAT
ZNF277,RETSAT
FOS,RETSAT
ASCL2,RETSAT
FOSB,RETSAT
DNAJC1,RETSAT
KLF6,RETSAT
PKNOX1,RETSAT
PLEK,RETSAT
ZNF683,RETSAT
ZNF80,RFWD3
JUN,RFWD3
JUNB,RFWD3
ID2,RFWD3
TCF12,RFWD3
LEF1,RFWD3
LYAR,RFWD3
ZNF277,RFWD3
FOS,RFWD3
FOXN2,RFWD3
ATF6,RFWD3
KLF6,RFWD3
PKNOX1,RFWD3
HOPX,RFWD3
ZNF737,RFWD3
JUN,RGL3
JUNB,RGL3
ID2,RGL3
CEBPD,RGL3
LEF1,RGL3
LYAR,RGL3
ZNF277,RGL3
FOS,RGL3
DNAJC1,RGL3
FOXN2,RGL3
KLF6,RGL3
YEATS4,RGL3
GRHL1,RGL3
PLEK,RGL3
HOPX,RGL3
BATF,RGS1
JUN,RGS1
JUNB,RGS1
ZSCAN2,RGS1
HOPX,RGS1
ID2,RGS1
MLXIP,RGS1
TBX1,RGS1
ARID5B,RGS1
ZNF264,RGS1
FOSB,RGS1
KLF6,RGS1
YEATS4,RGS1
PLEK,RGS1
ZNF710,RGS1
JUN,RGS2
JUNB,RGS2
ID2,RGS2
ZNF142,RGS2
ID3,RGS2
CEBPD,RGS2
AHCTF1,RGS2
ZNF234,RGS2
ZNF277,RGS2
MAFG,RGS2
FOS,RGS2
KLF6,RGS2
GRHL1,RGS2
ZNF576,RGS2
MYBL1,RGS2
JUN,RING1
JUNB,RING1
POU5F2,RING1
ZFHX3,RING1
ID2,RING1
ARID5B,RING1
ZNF155,RING1
CEBPD,RING1
ZNF264,RING1
ZNF277,RING1
KLF6,RING1
MYBL1,RING1
PLEK,RING1
ZNF683,RING1
HOPX,RING1
BATF,RNASEH2A
JUN,RNASEH2A
JUNB,RNASEH2A
ID2,RNASEH2A
ARID5B,RNASEH2A
LYAR,RNASEH2A
MAFG,RNASEH2A
DNAJC1,RNASEH2A
NR4A1,RNASEH2A
KLF6,RNASEH2A
PKNOX1,RNASEH2A
IRF6,RNASEH2A
PLEK,RNASEH2A
ZNF683,RNASEH2A
ZBTB34,RNASEH2A
DACH1,RNASEH2C
JUN,RNASEH2C
BBX,RNASEH2C
HOPX,RNASEH2C
ID2,RNASEH2C
ARID5B,RNASEH2C
LEF1,RNASEH2C
LYAR,RNASEH2C
MYSM1,RNASEH2C
MTA1,RNASEH2C
KLF6,RNASEH2C
MYBL1,RNASEH2C
ZNF683,RNASEH2C
ZBTB34,RNASEH2C
ZNF710,RNASEH2C
JUN,RNF166
JUNB,RNF166
ID2,RNF166
LEF1,RNF166
ZNF264,RNF166
THAP6,RNF166
LYAR,RNF166
FOS,RNF166
DNAJC1,RNF166
HIVEP3,RNF166
KLF6,RNF166
PKNOX1,RNF166
MYBL1,RNF166
ZNF684,RNF166
HOPX,RNF166
JUN,RNF214
SNAI3,RNF214
JUNB,RNF214
ID2,RNF214
ID3,RNF214
ZNF234,RNF214
EPAS1,RNF214
LYAR,RNF214
FOS,RNF214
ASCL2,RNF214
KLF6,RNF214
PKNOX1,RNF214
ZNF562,RNF214
PLEK,RNF214
HOPX,RNF214
RUNX3,RNU11
JUN,RNU11
JUNB,RNU11
ID2,RNU11
ARID2,RNU11
ZNF143,RNU11
MLXIP,RNU11
CEBPD,RNU11
LEF1,RNU11
LYAR,RNU11
FOS,RNU11
KLF6,RNU11
PLEK,RNU11
ZNF683,RNU11
HOPX,RNU11
BATF,RP1-168L15.5
JUN,RP1-168L15.5
JUNB,RP1-168L15.5
ID2,RP1-168L15.5
ARID5B,RP1-168L15.5
CEBPD,RP1-168L15.5
AHCTF1,RP1-168L15.5
LYAR,RP1-168L15.5
FOS,RP1-168L15.5
ASCL2,RP1-168L15.5
NR4A1,RP1-168L15.5
KLF6,RP1-168L15.5
PKNOX1,RP1-168L15.5
PLEK,RP1-168L15.5
HOPX,RP1-168L15.5
RUNX3,RP1-197B17.3
JUN,RP1-197B17.3
JUNB,RP1-197B17.3
ID2,RP1-197B17.3
ARID5B,RP1-197B17.3
CEBPD,RP1-197B17.3
LEF1,RP1-197B17.3
LYAR,RP1-197B17.3
FOS,RP1-197B17.3
FOSB,RP1-197B17.3
ZNF41,RP1-197B17.3
DNAJC1,RP1-197B17.3
KLF6,RP1-197B17.3
YEATS4,RP1-197B17.3
ZBTB38,RP1-197B17.3
BATF,RP1-257A7.4
JUN,RP1-257A7.4
JUNB,RP1-257A7.4
ID2,RP1-257A7.4
CEBPD,RP1-257A7.4
LEF1,RP1-257A7.4
ZNF264,RP1-257A7.4
LYAR,RP1-257A7.4
FOS,RP1-257A7.4
DNAJC1,RP1-257A7.4
KLF6,RP1-257A7.4
MYBL1,RP1-257A7.4
PLEK,RP1-257A7.4
ZNF683,RP1-257A7.4
HOPX,RP1-257A7.4
ZNF773,RP1-28H20.3
JUN,RP1-28H20.3
JUNB,RP1-28H20.3
ID2,RP1-28H20.3
ID3,RP1-28H20.3
CEBPD,RP1-28H20.3
LEF1,RP1-28H20.3
ZNF264,RP1-28H20.3
LYAR,RP1-28H20.3
FOS,RP1-28H20.3
KLF6,RP1-28H20.3
ZNF576,RP1-28H20.3
PLEK,RP1-28H20.3
MYSM1,RP1-28H20.3
HOPX,RP1-28H20.3
RUNX3,RP1-43E13.2
JUN,RP1-43E13.2
JUNB,RP1-43E13.2
ID2,RP1-43E13.2
ID3,RP1-43E13.2
ARID5B,RP1-43E13.2
LYAR,RP1-43E13.2
ZNF277,RP1-43E13.2
FOS,RP1-43E13.2
ASCL2,RP1-43E13.2
FOSB,RP1-43E13.2
HIVEP3,RP1-43E13.2
KLF6,RP1-43E13.2
MYBL1,RP1-43E13.2
HOPX,RP1-43E13.2
BATF,RP11-10A14.4
PURA,RP11-10A14.4
JUN,RP11-10A14.4
JUNB,RP11-10A14.4
BBX,RP11-10A14.4
ID2,RP11-10A14.4
ARID5B,RP11-10A14.4
CEBPD,RP11-10A14.4
LEF1,RP11-10A14.4
LYAR,RP11-10A14.4
FOS,RP11-10A14.4
DNAJC1,RP11-10A14.4
KLF6,RP11-10A14.4
PLEK,RP11-10A14.4
HOPX,RP11-10A14.4
BATF,RP11-1100L3.7
JUN,RP11-1100L3.7
JUNB,RP11-1100L3.7
BBX,RP11-1100L3.7
ID2,RP11-1100L3.7
ID3,RP11-1100L3.7
LEF1,RP11-1100L3.7
ZNF264,RP11-1100L3.7
LYAR,RP11-1100L3.7
FOS,RP11-1100L3.7
DNAJC1,RP11-1100L3.7
KLF6,RP11-1100L3.7
PLEK,RP11-1100L3.7
ZNF684,RP11-1100L3.7
HOPX,RP11-1100L3.7
RUNX3,RP11-110I1.14
JUN,RP11-110I1.14
JUNB,RP11-110I1.14
BBX,RP11-110I1.14
ID2,RP11-110I1.14
ID3,RP11-110I1.14
ZNF264,RP11-110I1.14
LYAR,RP11-110I1.14
FOS,RP11-110I1.14
DNAJC1,RP11-110I1.14
HIVEP3,RP11-110I1.14
FOXN2,RP11-110I1.14
KLF6,RP11-110I1.14
PLEK,RP11-110I1.14
HOPX,RP11-110I1.14
JUN,RP11-121C2.2
JUNB,RP11-121C2.2
BBX,RP11-121C2.2
ID2,RP11-121C2.2
ID3,RP11-121C2.2
CEBPD,RP11-121C2.2
LEF1,RP11-121C2.2
LYAR,RP11-121C2.2
FOS,RP11-121C2.2
ASCL2,RP11-121C2.2
DNAJC1,RP11-121C2.2
KLF6,RP11-121C2.2
PLEK,RP11-121C2.2
ZNF683,RP11-121C2.2
HOPX,RP11-121C2.2
ZNF773,RP11-122G18.5
JUN,RP11-122G18.5
JUNB,RP11-122G18.5
BBX,RP11-122G18.5
ID2,RP11-122G18.5
LEF1,RP11-122G18.5
LYAR,RP11-122G18.5
NR4A1,RP11-122G18.5
ASCL2,RP11-122G18.5
DNAJC1,RP11-122G18.5
FOS,RP11-122G18.5
KLF6,RP11-122G18.5
YEATS4,RP11-122G18.5
ZNF683,RP11-122G18.5
HOPX,RP11-122G18.5
JUN,RP11-1277A3.1
JUNB,RP11-1277A3.1
BBX,RP11-1277A3.1
ID2,RP11-1277A3.1
ARID5B,RP11-1277A3.1
LYAR,RP11-1277A3.1
ZNF277,RP11-1277A3.1
MAFG,RP11-1277A3.1
FOSB,RP11-1277A3.1
FOXK1,RP11-1277A3.1
FOXN2,RP11-1277A3.1
FOS,RP11-1277A3.1
KLF6,RP11-1277A3.1
ZNF618,RP11-1277A3.1
HOPX,RP11-1277A3.1
BATF,RP11-138B4.1
BAZ2A,RP11-138B4.1
JUN,RP11-138B4.1
JUNB,RP11-138B4.1
ID2,RP11-138B4.1
MLXIP,RP11-138B4.1
ARID5B,RP11-138B4.1
CEBPD,RP11-138B4.1
LEF1,RP11-138B4.1
LYAR,RP11-138B4.1
FOS,RP11-138B4.1
DNAJC1,RP11-138B4.1
KLF6,RP11-138B4.1
PLEK,RP11-138B4.1
HOPX,RP11-138B4.1
PURA,RP11-138I1.2
ZNF80,RP11-138I1.2
JUN,RP11-138I1.2
JUNB,RP11-138I1.2
ZFHX3,RP11-138I1.2
BBX,RP11-138I1.2
ARID5B,RP11-138I1.2
ZNF155,RP11-138I1.2
LEF1,RP11-138I1.2
LYAR,RP11-138I1.2
ZNF277,RP11-138I1.2
FOS,RP11-138I1.2
NR4A1,RP11-138I1.2
GABPA,RP11-138I1.2
HOPX,RP11-138I1.2
BATF,RP11-1399P15.1
JUN,RP11-1399P15.1
SNAI3,RP11-1399P15.1
JUNB,RP11-1399P15.1
BBX,RP11-1399P15.1
ARID2,RP11-1399P15.1
TCF12,RP11-1399P15.1
CEBPD,RP11-1399P15.1
ARNT,RP11-1399P15.1
FOS,RP11-1399P15.1
HMGB3,RP11-1399P15.1
MTA1,RP11-1399P15.1
KLF6,RP11-1399P15.1
ZBTB34,RP11-1399P15.1
HOPX,RP11-1399P15.1
JUN,RP11-13N13.2
JUNB,RP11-13N13.2
BBX,RP11-13N13.2
ID2,RP11-13N13.2
MLXIP,RP11-13N13.2
CEBPD,RP11-13N13.2
LEF1,RP11-13N13.2
LYAR,RP11-13N13.2
FOS,RP11-13N13.2
ZNF501,RP11-13N13.2
KLF6,RP11-13N13.2
PLEK,RP11-13N13.2
GABPA,RP11-13N13.2
ZNF683,RP11-13N13.2
HOPX,RP11-13N13.2
BATF,RP11-141C7.4
PURA,RP11-141C7.4
JUN,RP11-141C7.4
JUNB,RP11-141C7.4
ID2,RP11-141C7.4
ARID5B,RP11-141C7.4
LYAR,RP11-141C7.4
ZNF277,RP11-141C7.4
FOS,RP11-141C7.4
ASCL2,RP11-141C7.4
DNAJC1,RP11-141C7.4
KLF6,RP11-141C7.4
PLEK,RP11-141C7.4
ZNF683,RP11-141C7.4
HOPX,RP11-141C7.4
BATF,RP11-15B17.1
JUN,RP11-15B17.1
JUNB,RP11-15B17.1
ID2,RP11-15B17.1
ID3,RP11-15B17.1
CEBPD,RP11-15B17.1
LEF1,RP11-15B17.1
LYAR,RP11-15B17.1
FOS,RP11-15B17.1
DNAJC1,RP11-15B17.1
HIVEP3,RP11-15B17.1
KLF6,RP11-15B17.1
PLEK,RP11-15B17.1
ZNF683,RP11-15B17.1
HOPX,RP11-15B17.1
BATF,RP11-168O16.1
